id,manufacturer,company_location,year_reviewed,bean_origin,bar_name,cocoa_percent,num_ingredients,Beans,Sugat,Sweetener,Cocoa_butter,Vanilla,Lecithin,Salt,review,rating
237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,77,4,1,1,0,1,0,1,0,grainy_ intense_ bitter,2
237,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,77,4,1,1,0,1,0,1,0,perfume_ chemical off note,2.5
245,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,77,4,1,1,0,1,0,1,0,crumbly_ cinamon,2.75
266,Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,55,4,1,1,0,1,0,1,0,sweet_ floral_ yogurt,3
269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,55,4,1,1,0,1,0,1,0,sticky_ sweet_ grassy,3.25
269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,55,4,1,1,0,1,0,1,0,sandy_ sweet_ spicy,3.5
1263,Captain Pembleton,New Zealand,2014,Papua New Guinea,Saidor Estate_ Madang P_,70,3,1,1,0,1,0,0,0,mild smoke_ melon,3.5
1263,Captain Pembleton,New Zealand,2014,Papua New Guinea,Kulili Estate,70,3,1,1,0,1,0,0,0,tart_ malt_ mild smoke,3.75
2626,CAR Artisan,U.S.A.,2021,Nicaragua,La Colonia_ batch 5,70,3,1,1,0,1,0,0,0,burnt blueberry_ off,3
2626,CAR Artisan,U.S.A.,2021,Tanzania,Kokoa Kamili_ batch 9,70,3,1,1,0,1,0,0,0,unusually tart_ nutty,3.25
2630,CAR Artisan,U.S.A.,2021,Peru,Ucayali_ batch 12,70,3,1,1,0,1,0,0,0,intense_ cooked black licorice,3.25
2630,CAR Artisan,U.S.A.,2021,Mexico,Soconusco_ batch 2,70,3,1,1,0,1,0,0,0,strong tobacco_ grassy,3.25
845,Caribeans,Costa Rica,2012,Costa Rica,Costa Rica,80,2,1,1,0,0,0,0,0,fatty_ fruit_ muted,2.75
841,Caribeans,Costa Rica,2012,Costa Rica,Costa Rica,72,2,1,1,0,0,0,0,0,fatty_ woody_ coffee,3
1586,Caribeans,Costa Rica,2015,Costa Rica,Talamanca_ Raul-Kekoldo community,72,2,1,1,0,0,0,0,0,floral_ earthy_ acidic,3.25
1582,Caribeans,Costa Rica,2015,Guatemala,Antigua_ Special Reserve,72,3,1,1,0,1,0,0,0,woody_ spicy_ tobacco,3.5
1586,Caribeans,Costa Rica,2015,Costa Rica,Anselmo Paraiso Estate,72,2,1,1,0,0,0,0,0,acidic_ astringent_ spicy,3.5
1884,Carlotta Chocolat,Colombia,2016,Colombia,Arauca,65,3,1,1,0,1,0,0,0,sweet_ marshmallow,3
1888,Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,65,3,1,1,0,1,0,0,0,nutty_ grain_ late choco,3.25
1888,Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,65,3,1,1,0,1,0,0,0,mild smoke_ sweet edge,3.25
1888,Carlotta Chocolat,Colombia,2016,Colombia,Huila,65,3,1,1,0,1,0,0,0,overly sweet_ mild spice,3.5
1888,Carlotta Chocolat,Colombia,2016,Colombia,Cesar_ CCN51,65,3,1,1,0,1,0,0,0,sweet_ grassy_ nutty,3.5
2154,Casa,U.S.A.,2018,Blend,Ecuador_ Vietnam,75,2,1,1,0,0,0,0,0,off notes_ vanilla,2
2394,Casa Lasevicius,Brazil,2019,Brazil,Fazenda Camboa_ Bahia_ 2018,71,2,1,1,0,0,0,0,0,sandy_ intense_ sweet_ rich,3
2402,Casa Lasevicius,Brazil,2019,Brazil,Amazon Forest_ 2018,65,2,1,1,0,0,0,0,0,molasses_ rich_ vegetal,3.25
1105,Castronovo,U.S.A.,2013,Peru,San Martin_ batch 155,70,3,1,1,0,1,0,0,0,sandy_ fruity_ acidic_ metallic,2.5
1153,Castronovo,U.S.A.,2013,Peru,Tumbes_ batch 176,70,3,1,1,0,1,0,0,0,molasses_ cocoa,2.75
1101,Castronovo,U.S.A.,2013,Bolivia,Bolivia_ batch 166,70,3,1,1,0,1,0,0,0,sandy_ tobacco_ molasses,3
1153,Castronovo,U.S.A.,2013,Venezuela,Guaniamo_ batch 173,72,3,1,1,0,1,0,0,0,mild metallic and spice,3
1105,Castronovo,U.S.A.,2013,Venezuela,Guaniamo_ Amazonas_ batch 159,70,3,1,1,0,1,0,0,0,sandy_ nutty_ cocoa,3.25
1109,Castronovo,U.S.A.,2013,Nicaragua,Nicaragua_ batch 164,72,3,1,1,0,1,0,0,0,sandy_ molasses_ spice,3.25
1101,Castronovo,U.S.A.,2013,Dominican Republic,Conacado_ batch 161,73,2,1,1,0,0,0,0,0,sandy_ mild intensity_ fruit,3.5
1407,Castronovo,U.S.A.,2014,Dominican Republic,Elvesia P_,70,3,1,1,0,1,0,0,0,soapy_ earthy,2.75
1347,Castronovo,U.S.A.,2014,Colombia,Sierra Nevada_ batch 1,72,3,1,1,0,1,0,0,0,caramel_ molasses_ fruit,3.5
1371,Castronovo,U.S.A.,2014,Colombia,Arauca_ batch 280,76,3,1,1,0,1,0,0,0,caramel_ sweet_ delicate,3.5
1570,Castronovo,U.S.A.,2015,Honduras,the lost city_ gracias a dias_ batch 362,72,3,1,1,0,1,0,0,0,roasty_ black pepper_ nutty,3.5
1574,Castronovo,U.S.A.,2015,Venezuela,Piaroa_ Amazonas_ Batch 350,72,3,1,1,0,1,0,0,0,nutty_ floral_ roasty,3.5
1570,Castronovo,U.S.A.,2015,Dominican Republic,Duarte_ Batch 360,70,3,1,1,0,1,0,0,0,med roast_ grassy_ dried fruit,3.75
1724,Castronovo,U.S.A.,2016,Belize,Maya Mtn_ Batch 454_ Heirloom,72,3,1,1,0,1,0,0,0,bright fruit_ molasses_ nutty,4
1956,Castronovo,U.S.A.,2017,Venezuela,Patanemo_ batch 539,70,2,1,1,0,0,0,0,0,nutty_ roasty_ caramel,3.25
2354,Castronovo,U.S.A.,2019,Puerto Rico,Puerto Rico,70,3,1,1,0,1,0,0,0,smooth_ mellow_ floral,3.5
2314,Castronovo,U.S.A.,2019,Mexico,Xoconusco_ criollo_ batch 834,70,3,1,1,0,1,0,0,0,smooth_ caramel_ dried fruit,3.75
2554,Castronovo,U.S.A.,2021,Peru,Valle de Los Rios_ batch 990,70,3,1,1,0,1,0,0,0,complex_ strawberry_ floral,4
2688,Castronovo,U.S.A.,2021,Venezuela,Chuao_ batch 1089,72,3,1,1,0,1,0,0,0,mild strawberry_ cocoa_ acidic,4
1247,Cello,U.S.A.,2014,Ecuador,Ecuador,70,3,1,1,0,1,0,0,0,burnt rubber_ leather,2.5
1247,Cello,U.S.A.,2014,Peru,Peru,70,3,1,1,0,1,0,0,0,mild fruit_ off notes,2.75
1251,Cello,U.S.A.,2014,Venezuela,Venezuela,70,3,1,1,0,1,0,0,0,nutty_ roasty_ smokey,2.75
1251,Cello,U.S.A.,2014,Bolivia,Bolivia,70,3,1,1,0,1,0,0,0,creamy_ woody_ slight cherry,3
404,Cemoi,France,2009,Ecuador,Equateur,72,,0,0,0,0,0,0,0,sticky_ mild mint_ bitter,2.75
1426,Chaleur B,Canada,2014,Uganda,Uganda,70,3,1,1,0,1,0,0,0,sandy_ roasty_ coffee,2.75
2672,Chaleur B,Canada,2021,Madagascar,Ambanja_ Sambirano Valley,70,3,1,1,0,1,0,0,0,cherry_ sour milk_ brownie,3
2676,Chaleur B,Canada,2021,Belize,Maya Mountain,70,3,1,1,0,1,0,0,0,vanilla_ sour_ bubblegum,3
2676,Chaleur B,Canada,2021,Peru,Maranon_ nano-lot #709_ bar# 371,72,3,1,1,0,1,0,0,0,dominate grape_ plastic off note,3.25
2028,Chapon,France,2017,Bolivia,Beni_ Cru Sauvage,74,2,1,1,0,0,0,0,0,dark roast_ rich cocoa,3
2238,Chapon,France,2018,Venezuela,San Esteban (Chloe_ Maria_ Patrice),68,3,1,1,0,1,0,0,0,butter_ roasty_ cocoa_ nutty,3.5
1900,Charm School,U.S.A.,2016,Belize,Maya Mtn,70,3,1,1,0,1,0,0,0,slightly metallic_ woody_ berry,3.25
252,Chchukululu (Tulicorp),Ecuador,2008,Ecuador,Los Rios,75,3,1,1,0,1,0,0,0,dry_ sandy_ cocoa,3
486,Chchukululu (Tulicorp),Ecuador,2010,Ecuador,Arriba,55,3,1,1,0,1,0,0,0,very sweet_ very spicey,2.75
1235,Chequessett,U.S.A.,2014,Costa Rica,la Amistad,70,3,1,1,0,1,0,0,0,green_ leafy,3.5
2202,Chequessett,U.S.A.,2018,Peru,Ucayali River,72,3,1,1,0,1,0,0,0,spicy_ chocolatey_ atypical,3
2422,Chequessett,U.S.A.,2019,Ecuador,Costa Esmeraldas,72,3,1,1,0,1,0,0,0,sl_ chalky_ floral_ pure,3.5
2668,Chequessett,U.S.A.,2021,Colombia,Tumaco Narino,83,3,1,1,0,1,0,0,0,early fruit_ earthy_ alcohol,3.25
2668,Chequessett,U.S.A.,2021,Dominican Republic,"Dominican Republic_ ""Provincetown Dark""",69,3,1,1,0,1,0,0,0,dried fruit_ banana_ sweet_ vanilla,3.25
672,Chloe Chocolat,France,2011,Blend,Blend No_ 1,70,,0,0,0,0,0,0,0,cocoa_ subtle peanut butter,3.5
1454,Chocablog,U.K.,2015,Ecuador,Ecuador,70,3,1,1,0,1,0,0,0,floral_ earthy,3.25
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain w/ nibs,75,2,1,1,0,0,0,0,0,bland_ mild choco & leather,3
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain,82,2,1,1,0,0,0,0,0,powdery_ bland_ mild choco,3.25
1696,Choco Dong,South Korea,2015,Vietnam,Mekong Delta_ early 2014 Harvest,70,2,1,1,0,0,0,0,0,roasty_ sour milk_ off note,2.75
1696,Choco Dong,South Korea,2015,Malaysia,Tawau_ Oct_ 2015 Harvest,70,2,1,1,0,0,0,0,0,high roast_ banana raspberry,3.5
2298,Chococard (Lapos),Hungary,2019,Nicaragua,La Dalia,72,3,1,1,0,1,0,0,0,grassy_ rubbery,2.5
2298,Chococard (Lapos),Hungary,2019,Dominican Republic,Zorzal,71,3,1,1,0,1,0,0,0,chunky_ spicy_ rubbery,3.25
1482,Chocolarder,U.K.,2015,Peru,Peru_ batch C7,65,2,1,1,0,0,0,0,0,flat_ metallic_ floral,2.5
1514,Chocolarder,U.K.,2015,Dominican Republic,Dominican Republic_ batch 5,80,2,1,1,0,0,0,0,0,spicy_ earthy off notes,2.5
1482,Chocolarder,U.K.,2015,Peru,Peru + nibs_ batch C6,65,2,1,1,0,0,0,0,0,flat_ floral_ medicinal,2.75
2442,Chocolarder,U.K.,2019,Madagascar,Ottange Farm_ Mava P__ Ramena River_ Sambirano,74,2,1,1,0,0,0,0,0,sugar dominates_ molasses,3
647,Chocola'te,U.S.A.,2011,Madagascar,Madagascar,70,2,1,1,0,0,0,0,0,mild_ fruity then nutty,3.75
647,Chocola'te,U.S.A.,2011,Venezuela,Venezuela,68,2,1,1,0,0,0,0,0,mild_ earthy_ grassy,3.75
1772,Chocolate Alchemist-Philly,U.S.A.,2016,Peru,"Tumbes_ ""Zarumilla""",90,2,1,0,1,0,0,0,0,sticky_ bitter_ molasses_ tart,2.5
1772,Chocolate Alchemist-Philly,U.S.A.,2016,Blend,Philly Blend_ 5 plantations,80,2,1,0,1,0,0,0,0,sticky_ coconut_ sour_ bitter,2.5
1760,Chocolate Con Amor,U.S.A.,2016,Bolivia,Wild Bolivian,70,2,1,1,0,0,0,0,0,gritty_ molasses_ earthy,2.5
1760,Chocolate Con Amor,U.S.A.,2016,Uganda,Uganda,70,2,1,1,0,0,0,0,0,roasty_ cocoa_ molasses,2.75
1768,Chocolate Con Amor,U.S.A.,2016,Nicaragua,Nicaragua,80,2,1,1,0,0,0,0,0,nutty_ roasty_ bitter,2.75
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,60,2,1,1,0,0,0,0,0,gritty_ sweet_ molasses,3
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,75,2,1,1,0,0,0,0,0,sandy_ rich_ roasty_ earthy,3
1764,Chocolate Con Amor,U.S.A.,2016,Venezuela,Ocumare,80,2,1,1,0,0,0,0,0,gritty_ nutty_ caramel,3
1764,Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,70,2,1,1,0,0,0,0,0,molasses_ tart_ floral,3.25
1259,Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,74,3,1,0,1,1,0,0,0,unrefined_ odd_ vegetal,2.75
1530,Chocolate Makers,Amsterdam,2015,Dominican Republic,Tres Hombres,75,3,1,1,0,1,0,0,0,earthy_ coffee_ mild_ tang,3.25
1530,Chocolate Makers,Amsterdam,2015,Congo,Congo_ Gorilla bar,68,3,1,1,0,1,0,0,0,bold_ rich cocoa_ coffee,3.5
1530,Chocolate Makers,Amsterdam,2015,Peru,Peru_ Awagum bar,80,3,1,1,0,1,0,0,0,nuts_ coffee_ peanut butter,3.75
919,Chocolate Tree,Scotland,2012,Ecuador,Ecuador,82,3,1,1,0,1,0,0,0,sandy_ fruity_ burnt,2.5
919,Chocolate Tree,Scotland,2012,Peru,Peru,68,3,1,1,0,1,0,0,0,sandy_ sweet_ cocoa,2.75
919,Chocolate Tree,Scotland,2012,Madagascar,Madagascar,72,3,1,1,0,1,0,0,0,tart_ bright fruit_ sour coffee,3.25
1121,Chocolate Tree,Scotland,2013,Peru,Peru,70,2,1,1,0,0,0,0,0,intense orange_ floral notes,3.75
1582,Chocolate Tree,Scotland,2015,Peru,Maranon,69,3,1,1,0,1,0,0,0,floral_ orange_ cocoa,3.75
1582,Chocolate Tree,Scotland,2015,Venezuela,Carenero Superior,80,2,1,1,0,0,0,0,0,mild bitter_ fruit_ spice,3.75
2700,Chocolate Tree,Scotland,2021,Venezuela,Chuao,70,3,1,1,0,1,0,0,0,nutty_ mild dried fruit_ sandy_ off,2.75
2134,Chocolates by Josh (Box Chocolate),U.S.A.,2018,Dominican Republic,Zorzal,72,3,1,1,0,1,0,0,0,spicy_ banana,3.25
2294,Chocolatoa,Belgium,2019,India,Idukki Hills_ GoGround_ batch 0089,70,3,1,1,0,1,0,0,0,nutty_ honey_ grassy,3
1219,Chocolats Privilege,Canada,2014,Mexico,Xoconusco,70,4,1,1,0,1,1,0,0,fatty_ vanilla_ mass market,2.5
2080,Chocolibrium,U.S.A.,2018,India,Anamalai_ Tamil Nadu,63,3,1,1,0,1,0,0,0,sandy_ tart_ ham_ sweet,2.5
2080,Chocolibrium,U.S.A.,2018,Guatemala,Monte Grande Plantation_ Coatepeque,76,2,1,1,0,0,0,0,0,high astringent_ fruit_ roasty,2.75
2080,Chocolibrium,U.S.A.,2018,Peru,Ucayali,70,2,1,1,0,0,0,0,0,sandy_ sweet,2.75
1454,ChocoReko,Japan,2015,Venezuela,Patanemo,77,,0,0,0,0,0,0,0,coarse_ vegetal_ nibby,3
682,Chocosol,Canada,2011,Mexico,Chiapas_ Lacandon Jungle_ Oaxacom Mtn,65,,0,0,0,0,0,0,0,rustic_sweet_ brownie_ banana,3.25
1832,Chocosol,Canada,2016,Mexico,Chiapas_ Lacandon Jungle_ Oaxacom Mtn,75,3,1,1,0,1,0,0,0,grainy_ sweet_ whole bean,3.25
2594,Chocotenango,U.S.A.,2021,Guatemala,Chivite_ Cahabon River,70,2,1,1,0,0,0,0,0,melon_ mild spice_ cocoa,3.25
2598,Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,73,2,1,1,0,0,0,0,0,hazelnut_ bold_ strong roast,3.25
2594,Chocotenango,U.S.A.,2021,Belize,Maya Mountain_ Toledo,70,2,1,1,0,0,0,0,0,full flavor w/ dominant roast,3.5
117,Chocovic,Spain,2007,Ecuador,Bolivar_ Guaranda,71,4,1,1,0,1,0,1,0,earthy_ floral_ mild bitter,2.5
117,Chocovic,Spain,2007,Grenada,Guyave,71,4,1,1,0,1,0,1,0,sweet_ cardboard,2.5
117,Chocovic,Spain,2007,Blend,Maragda,70,4,1,1,0,1,0,1,0,sweet_ marshmallow,3
209,Chocovic,Spain,2008,Venezuela,Ocumare,71,4,1,1,0,1,0,1,0,long lasting_ cocoa base,3.5
439,Chocovic,Spain,2009,Blend,Kendari,60,4,1,1,0,1,0,1,0,chewy_ fudge-like_ perfume,3.25
439,Chocovic,Spain,2009,Blend,Tarakan,75,4,1,1,0,1,0,1,0,oily_ grassy_ minty,3.25
478,Chocovic,Spain,2010,Mexico,Xoconusco,71,4,1,1,0,1,0,1,0,earthy_ sweet,3.25
478,Chocovic,Spain,2010,Madagascar,Sambirano,71,4,1,1,0,1,0,1,0,spicey_ cocoa,3.5
1522,Chocovivo,U.S.A.,2015,Mexico,Tabasco,65,2,1,1,0,0,0,0,0,coarse_ sweet_ sour_ leathery,2.5
1522,Chocovivo,U.S.A.,2015,Mexico,Tabasco,75,2,1,1,0,0,0,0,0,gritty_ mild bitter_ off notes,2.5
377,Choklat,Canada,2009,Venezuela,Ocumare,80,4,1,1,0,1,1,0,0,dry_ ashey_ medicinal,2.5
377,Choklat,Canada,2009,Mexico,Porcelana_ Tabasco,70,4,1,1,0,1,1,0,0,fatty_ cigarette butt_ coffee,2.75
377,Choklat,Canada,2009,Brazil,Brazilian,70,4,1,1,0,1,1,0,0,oily_ muted_ fruity,3
377,Choklat,Canada,2009,Brazil,Brazilian,80,4,1,1,0,1,1,0,0,roasty_ tart_ slight burnt,3
377,Choklat,Canada,2009,Venezuela,Ocumare,70,4,1,1,0,1,1,0,0,slow_ fatty_ subdued_ nutty,3
2534,Chokola,U.S.A.,2020,Guatemala,Verapaz_ 2017 harvest_ Batch 14,70,2,1,1,0,0,0,0,0,rich_ raisiny_ molasses,3.5
2514,Chokola,U.S.A.,2020,Venezuela,Chuao w/ nibs_ 2017-2018 harvest_ Batch 9,75,2,1,1,0,0,0,0,0,mild lemon_ cocoa_ crisp nibs,3.75
2534,Chokola,U.S.A.,2020,Belize,Maya Mountain_ 2017 harvest_ Batch 11,70,2,1,1,0,0,0,0,0,fruity_ honey_ cocoa_ roasty,3.75
2514,Chokola,U.S.A.,2020,Madagascar,Bejofo_ 2019 H__ Batch 20,67,2,1,1,0,0,0,0,0,cherry_ perfectly balanced roast,4
2638,Chokola,U.S.A.,2021,Tanzania,Kokoa Kamili_ harvest 2018,75,2,1,1,0,0,0,0,0,roasty_ cocoa_ sandy_ coffee AT,3.5
2638,Chokola,U.S.A.,2021,Bolivia,Wild Tranquilidad_ harvest 2018_ batch 9,75,2,1,1,0,0,0,0,0,hint of lemon_ classic brownie,3.75
1149,Chokolat Elot (Girard),Martinique,2013,Martinique,Guadeloupe,42,4,1,1,0,0,1,1,0,gritty_ sweet_ hot cocoa,2.75
2250,Christophe Toury,U.S.A.,2018,Peru,Ucayali_ batch 1,70,2,1,1,0,0,0,0,0,sweet_ sandy_ spicy,2.75
2226,Christopher Elbow,U.S.A.,2018,Peru,Ucayali,75,3,1,1,0,1,0,0,0,bold_ spice_ hit of anise,3.75
2314,Christopher Elbow,U.S.A.,2019,Vietnam,Vietnam_ Marou 2017 harvest,72,3,1,1,0,1,0,0,0,roasty_ hammy_ nutty,3
2310,Christopher Elbow,U.S.A.,2019,Costa Rica,Hacienda Azul_ 2017 harvest,70,3,1,1,0,1,0,0,0,cocoa_ woody_ basic,3.25
2310,Christopher Elbow,U.S.A.,2019,Ecuador,Camino Verde_ 2017 harvest,73,3,1,1,0,1,0,0,0,rich cocoa_ floral_ acidic,3.5
2310,Christopher Elbow,U.S.A.,2019,Tanzania,Kokoa Kamili_ 2017 harvest,72,3,1,1,0,1,0,0,0,basic cocoa_mild fruit_ sweet,3.5
2306,Christopher Elbow,U.S.A.,2019,Dominican Republic,Oko Caribe,72,3,1,1,0,1,0,0,0,smooth_ spicy_ cocoa,3.75
2310,Christopher Elbow,U.S.A.,2019,Brazil,Fazenda Camboa_ 2017 harvest,70,3,1,1,0,1,0,0,0,creamy_ dried fruit_ nutty,4
666,Christopher Morel (Felchlin),Canada,2011,Peru,Maranon Canyon_ Fortunato No_ 4,68,,0,0,0,0,0,0,0,oily_ citrus_ orange,3.75
445,Chuao Chocolatier,U.S.A.,2009,Venezuela,Choroni,61,5,1,1,0,1,1,1,0,sweet_ peanut butter,3
486,Chuao Chocolatier (Pralus),U.S.A.,2010,Venezuela,Chuao,77,3,1,1,0,1,0,0,0,red berry_ bitter_ roasty_ sour,2.75
252,Claudio Corallo,Sao Tome,2008,Blend,Principe_ Sao Tome & Principe,100,,0,0,0,0,0,0,0,chalky_ musty_ very bitter,1
209,Claudio Corallo,Sao Tome,2008,Blend,Terreiro Velho P_ w/ sugar crystals,80,3,1,1,0,1,0,0,0,bitter_ light lime_ sour,3
227,Claudio Corallo,Sao Tome,2008,Blend,Terreiro Velho P__ Sao Tome & Principe,75,3,1,1,0,1,0,0,0,dry_ sandy_ cocoa_ coffee,3.75
470,Claudio Corallo,Sao Tome,2010,Blend,Terreiro Velho P__ Sao Tome & Principe,73.5,2,1,1,0,0,0,0,0,short_mild cocoa_ mild fruit,3.75
2630,Cleveland Chocolate Company,U.S.A.,2021,Dominican Republic,Oko Caribe,70,3,1,1,0,1,0,0,0,spice_ earthy_ honey_ sour,3.5
2630,Cleveland Chocolate Company,U.S.A.,2021,Haiti,Pisa,79,3,1,1,0,1,0,0,0,blueberry_ sweet edge_ pure,3.5
1486,Cloudforest,U.S.A.,2015,Ecuador,Camino Verde P__ Balao_ Guayas_ 2014_ batch 1,73,2,1,1,0,0,0,0,0,creamy_ floral_ bourbon,3.5
2474,Coco,Canada,2020,Peru,Ucayali,70,3,1,1,0,1,0,0,0,balanced_ anise_ creamy,3.5
2402,Cocoa Carib,St. Lucia,2019,St. Lucia,St_ Lucia,70,4,1,1,0,1,1,0,0,raw_ dirty_ metallic_ dry,2.25
2606,Cocoa Forge,U.S.A.,2021,Peru,Maranon_ batch 244PEmaD,68,3,1,1,0,1,0,0,0,molasses_ dried fruit_ tart_ off,3
2606,Cocoa Forge,U.S.A.,2021,Madagascar,Sambirano_ batch 236MAsaD77,77,2,1,1,0,0,0,0,0,Rich cocoa_ tart_ papery,3.25
2606,Cocoa Forge,U.S.A.,2021,Colombia,Tumaco_ batch 227COtm,70,3,1,1,0,1,0,0,0,sweet_ cocoa_ cardboard off,3.25
292,Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Carenero Superior,80,,0,0,0,0,0,0,0,very sour_ mildly bitter,2.75
296,Compania de Chocolate (Salgado),Argentina,2008,Ecuador,Esmeraldas,88,,0,0,0,0,0,0,0,slightly burnt_ mildly bitter,2.75
292,Compania de Chocolate (Salgado),Argentina,2008,Bolivia,Moxos,72,,0,0,0,0,0,0,0,dry_ coffee_ sour,3.25
292,Compania de Chocolate (Salgado),Argentina,2008,Venezuela,Ocumare,70,,0,0,0,0,0,0,0,minty_ nutty_ nutmeg,3.75
579,Compania de Chocolate (Salgado),Argentina,2010,Venezuela,Sur del Lago,70,,0,0,0,0,0,0,0,cocoa then roasted nut,3.25
1630,Condor,U.S.A.,2015,Ecuador,Camino Verde,76,2,1,1,0,0,0,0,0,bold_ roasty_ sticky_ brownie,3.5
1916,Confluence,U.S.A.,2016,Vietnam,Tien Giang_ 2015_ batch 10-2-16,78,2,1,1,0,0,0,0,0,woody_ nutty_ off sour note,2.75
2688,Conjure,U.S.A.,2021,Philippines,Malah Na Bulong,70,3,1,1,0,1,0,0,0,cocoa_ grass_ off notes,2.5
2688,Conjure,U.S.A.,2021,Ivory Coast,Ivory Coast_ Rainforest Alliance_ batch 7,70,3,1,1,0,1,0,0,0,off_ harsh_ dirty_ chemical,2.5
2684,Conjure,U.S.A.,2021,Peru,Ucayali,68,3,1,1,0,1,0,0,0,spicy_ vanilla_ sweet_ cocoa,3.25
2688,Conjure,U.S.A.,2021,Tanzania,Kokoa Kamili,75,3,1,1,0,1,0,0,0,cocoa_ mild fruit,3.5
196,Coppeneur,Germany,2007,Madagascar,Sambirano_ Menava P_,72,3,1,1,0,1,0,0,0,creamy_ woodsy_ cocoa,3
220,Coppeneur,Germany,2008,Mexico,Porcelana_ Tabasco_ Mexico,72,3,1,1,0,1,0,0,0,intense_ tangy_ berry_ sour,3
220,Coppeneur,Germany,2008,Venezuela,Porcelana_ Venezuela,72,3,1,1,0,1,0,0,0,lemon_ sour_ slight metallic,3
341,Coppeneur,Germany,2009,Peru,Porcelana_ Apotequil,72,3,1,1,0,1,0,0,0,creamy_ buttery_ non descript,3
445,Coppeneur,Germany,2009,Peru,Porcelana_ Apotequil,62,3,1,1,0,1,0,0,0,woodsy_ nutty,3.25
451,Coppeneur,Germany,2009,Venezuela,Chuao 100hr,70,3,1,1,0,1,0,0,0,slow_ less intense berry_ nutty,3.5
451,Coppeneur,Germany,2009,Venezuela,Chuao 70hr,70,3,1,1,0,1,0,0,0,dark berry_ winey,3.75
558,Coppeneur,Germany,2010,Ecuador,Los Rios_ H_ Iara,72,3,1,1,0,1,0,0,0,harsh aroma_ melon floral_off,2.5
478,Coppeneur,Germany,2010,Venezuela,Chuao,70,3,1,1,0,1,0,0,0,fruity_ bland,3
558,Coppeneur,Germany,2010,Trinidad,Trinidad,72,3,1,1,0,1,0,0,0,dry_ spicy_ woody,3
470,Coppeneur,Germany,2010,Grenada,Grenada,72,3,1,1,0,1,0,0,0,coffee and cocoa,3.25
558,Coppeneur,Germany,2010,Jamaica,Jamaica,72,3,1,1,0,1,0,0,0,oily_ fatty_ rum,3.25
558,Coppeneur,Germany,2010,Venezuela,Ocumare 61,72,3,1,1,0,1,0,0,0,oily_ coffee,3.25
817,Coppeneur,Germany,2012,Ecuador,Ecuador Puristique,100,,0,0,0,0,0,0,0,high intensity bitter,1.5
813,Coppeneur,Germany,2012,Ghana,Ghana Puristique,85,3,1,1,0,1,0,0,0,silky_ minty,3.5
959,Coppeneur,Germany,2012,Madagascar,Madagascar,70,3,1,1,0,1,0,0,0,sandy_ sweet_ tart red berry,3.5
821,Coppeneur,Germany,2012,Blend,Uba Budo_ Sao Tome & Principe,72,3,1,1,0,1,0,0,0,creamy_ nutty_ cocoa,3.75
1169,Coppeneur,Germany,2013,Ecuador,Ecuador_ Puristique,65,4,1,1,0,1,0,1,0,oily_ fragrant_ spciy,3.25
1984,Coppeneur,Germany,2017,Ghana,Ghana,75,3,1,1,0,1,0,0,0,oily_ rich cocoa_ nutty,3.75
48,Cote d' Or (Kraft),Belgium,2006,Blend,Sensations Intense,70,,0,0,0,0,0,0,0,this is not chocolate,1
971,Cravve,Australia,2012,Tanzania,Tanzania_ batch a1,75,3,1,1,0,1,0,0,0,spice_ roasty_ off fatty note,3.25
975,Cravve,Australia,2012,Brazil,Bahia_ batch a1213,65,3,1,1,0,1,0,0,0,sandy_ sweet_ smokey,3.25
975,Cravve,Australia,2012,Fiji,Namau Village_ N_ Taileva P__ batch a2812,67,3,1,1,0,1,0,0,0,acidic_ sweet_ cucumber,3.25
975,Cravve,Australia,2012,Vanuatu,Vanuatu_ batch 2410,64,3,1,1,0,1,0,0,0,sandy_ sweet_ spicy_ roasty,3.25
975,Cravve,Australia,2012,Papua New Guinea,Djual Island_ batch 1712,75,3,1,1,0,1,0,0,0,sandy_ sweet_ nutty,3.5
1283,Cravve,Australia,2014,Papua New Guinea,New Ireland_ batch 1702,70,3,1,1,0,1,0,0,0,true to sugar_ molasses,2.5
1335,Cravve,Australia,2014,Vanuatu,Vanuatu_ batch 2410,83,3,1,1,0,1,0,0,0,banana nut,2.75
1736,Creo,U.S.A.,2016,Ecuador,"""heirloom""_ Arriba Nacional",85,3,1,1,0,1,0,0,0,oily_ mild bitter_ nutty_ fruit,3.25
